blok,hucre_id,seed_key_hucre,kol,k_true,rho_hedef,sigma,gurultu,rho_max,theta_min,ratio,verdict,rho_mean,d_eff,siniflar,phi,n_per_cluster,kume_boyutlari,sigma_vektoru,atama_id,aykiri_n,aykiri_sigma,jitter,cinsiyet,prototip_set_id,prototip_hash
A_harita,136,136,P_konum,5,r045,0.9,beyaz,0.456,62.9,1.5,zor,0.104,3.62,peak@1932w15 | peak@1942w15 | peak@1952w15 | peak@1962w15 | peak@1972w15,,10,,,,0,,0,,,
A_harita,137,137,P_konum,5,r045,0.9,ar1_097,0.456,62.9,1.5,zor,0.104,3.62,peak@1932w15 | peak@1942w15 | peak@1952w15 | peak@1962w15 | peak@1972w15,0.97,10,,,,0,,0,,,
A_harita,138,138,P_konum,5,r045,1.0,beyaz,0.456,62.9,1.4,zor,0.104,3.62,peak@1932w15 | peak@1942w15 | peak@1952w15 | peak@1962w15 | peak@1972w15,,10,,,,0,,0,,,
A_harita,139,139,P_konum,5,r045,1.0,ar1_097,0.456,62.9,1.4,zor,0.104,3.62,peak@1932w15 | peak@1942w15 | peak@1952w15 | peak@1962w15 | peak@1972w15,0.97,10,,,,0,,0,,,
A_harita,140,140,P_konum,5,r062,0.1,beyaz,0.615,52.1,9.12,kolay,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,,10,,,,0,,0,,,
A_harita,141,141,P_konum,5,r062,0.1,ar1_097,0.615,52.1,9.12,kolay,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,0.97,10,,,,0,,0,,,
A_harita,142,142,P_konum,5,r062,0.2,beyaz,0.615,52.1,4.61,kolay,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,,10,,,,0,,0,,,
A_harita,143,143,P_konum,5,r062,0.2,ar1_097,0.615,52.1,4.61,kolay,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,0.97,10,,,,0,,0,,,
A_harita,144,144,P_konum,5,r062,0.3,beyaz,0.615,52.1,3.12,kolay,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,,10,,,,0,,0,,,
A_harita,145,145,P_konum,5,r062,0.3,ar1_097,0.615,52.1,3.12,kolay,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,0.97,10,,,,0,,0,,,
A_harita,146,146,P_konum,5,r062,0.4,beyaz,0.615,52.1,2.39,orta,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,,10,,,,0,,0,,,
A_harita,147,147,P_konum,5,r062,0.4,ar1_097,0.615,52.1,2.39,orta,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,0.97,10,,,,0,,0,,,
A_harita,148,148,P_konum,5,r062,0.5,beyaz,0.615,52.1,1.96,orta,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,,10,,,,0,,0,,,
A_harita,149,149,P_konum,5,r062,0.5,ar1_097,0.615,52.1,1.96,orta,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,0.97,10,,,,0,,0,,,
A_harita,150,150,P_konum,5,r062,0.6,beyaz,0.615,52.1,1.68,orta,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,,10,,,,0,,0,,,
A_harita,151,151,P_konum,5,r062,0.6,ar1_097,0.615,52.1,1.68,orta,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,0.97,10,,,,0,,0,,,
A_harita,152,152,P_konum,5,r062,0.7,beyaz,0.615,52.1,1.49,zor,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,,10,,,,0,,0,,,
A_harita,153,153,P_konum,5,r062,0.7,ar1_097,0.615,52.1,1.49,zor,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,0.97,10,,,,0,,0,,,
A_harita,154,154,P_konum,5,r062,0.8,beyaz,0.615,52.1,1.35,zor,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,,10,,,,0,,0,,,
A_harita,155,155,P_konum,5,r062,0.8,ar1_097,0.615,52.1,1.35,zor,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,0.97,10,,,,0,,0,,,
A_harita,156,156,P_konum,5,r062,0.9,beyaz,0.615,52.1,1.24,zor,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,,10,,,,0,,0,,,
A_harita,157,157,P_konum,5,r062,0.9,ar1_097,0.615,52.1,1.24,zor,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,0.97,10,,,,0,,0,,,
A_harita,158,158,P_konum,5,r062,1.0,beyaz,0.615,52.1,1.16,zor,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,,10,,,,0,,0,,,
A_harita,159,159,P_konum,5,r062,1.0,ar1_097,0.615,52.1,1.16,zor,0.216,3.05,peak@1936w15 | peak@1944w15 | peak@1952w15 | peak@1960w15 | peak@1968w15,0.97,10,,,,0,,0,,,
A_harita,160,160,P_konum,5,r078,0.1,beyaz,0.765,40.1,7.03,kolay,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,,10,,,,0,,0,,,
A_harita,161,161,P_konum,5,r078,0.1,ar1_097,0.765,40.1,7.03,kolay,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,0.97,10,,,,0,,0,,,
A_harita,162,162,P_konum,5,r078,0.2,beyaz,0.765,40.1,3.55,kolay,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,,10,,,,0,,0,,,
A_harita,163,163,P_konum,5,r078,0.2,ar1_097,0.765,40.1,3.55,kolay,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,0.97,10,,,,0,,0,,,
A_harita,164,164,P_konum,5,r078,0.3,beyaz,0.765,40.1,2.4,orta,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,,10,,,,0,,0,,,
A_harita,165,165,P_konum,5,r078,0.3,ar1_097,0.765,40.1,2.4,orta,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,0.97,10,,,,0,,0,,,
A_harita,166,166,P_konum,5,r078,0.4,beyaz,0.765,40.1,1.84,orta,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,,10,,,,0,,0,,,
A_harita,167,167,P_konum,5,r078,0.4,ar1_097,0.765,40.1,1.84,orta,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,0.97,10,,,,0,,0,,,
A_harita,168,168,P_konum,5,r078,0.5,beyaz,0.765,40.1,1.51,orta,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,,10,,,,0,,0,,,
A_harita,169,169,P_konum,5,r078,0.5,ar1_097,0.765,40.1,1.51,orta,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,0.97,10,,,,0,,0,,,
A_harita,170,170,P_konum,5,r078,0.6,beyaz,0.765,40.1,1.3,zor,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,,10,,,,0,,0,,,
A_harita,171,171,P_konum,5,r078,0.6,ar1_097,0.765,40.1,1.3,zor,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,0.97,10,,,,0,,0,,,
A_harita,172,172,P_konum,5,r078,0.7,beyaz,0.765,40.1,1.15,zor,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,,10,,,,0,,0,,,
A_harita,173,173,P_konum,5,r078,0.7,ar1_097,0.765,40.1,1.15,zor,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,0.97,10,,,,0,,0,,,
A_harita,174,174,P_konum,5,r078,0.8,beyaz,0.765,40.1,1.04,zor,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,,10,,,,0,,0,,,
A_harita,175,175,P_konum,5,r078,0.8,ar1_097,0.765,40.1,1.04,zor,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,0.97,10,,,,0,,0,,,
A_harita,176,176,P_konum,5,r078,0.9,beyaz,0.765,40.1,0.96,zor,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,,10,,,,0,,0,,,
A_harita,177,177,P_konum,5,r078,0.9,ar1_097,0.765,40.1,0.96,zor,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,0.97,10,,,,0,,0,,,
A_harita,178,178,P_konum,5,r078,1.0,beyaz,0.765,40.1,0.89,zor,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,,10,,,,0,,0,,,
A_harita,179,179,P_konum,5,r078,1.0,ar1_097,0.765,40.1,0.89,zor,0.378,2.43,peak@1940w15 | peak@1946w15 | peak@1952w15 | peak@1958w15 | peak@1964w15,0.97,10,,,,0,,0,,,
A_harita,180,180,P_konum,6,r045,0.1,beyaz,0.456,62.9,11.01,kolay,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,,10,,,,0,,0,,,
A_harita,181,181,P_konum,6,r045,0.1,ar1_097,0.456,62.9,11.01,kolay,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,0.97,10,,,,0,,0,,,
A_harita,182,182,P_konum,6,r045,0.2,beyaz,0.456,62.9,5.56,kolay,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,,10,,,,0,,0,,,
A_harita,183,183,P_konum,6,r045,0.2,ar1_097,0.456,62.9,5.56,kolay,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,0.97,10,,,,0,,0,,,
A_harita,184,184,P_konum,6,r045,0.3,beyaz,0.456,62.9,3.77,kolay,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,,10,,,,0,,0,,,
A_harita,185,185,P_konum,6,r045,0.3,ar1_097,0.456,62.9,3.77,kolay,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,0.97,10,,,,0,,0,,,
A_harita,186,186,P_konum,6,r045,0.4,beyaz,0.456,62.9,2.88,orta,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,,10,,,,0,,0,,,
A_harita,187,187,P_konum,6,r045,0.4,ar1_097,0.456,62.9,2.88,orta,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,0.97,10,,,,0,,0,,,
A_harita,188,188,P_konum,6,r045,0.5,beyaz,0.456,62.9,2.37,orta,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,,10,,,,0,,0,,,
A_harita,189,189,P_konum,6,r045,0.5,ar1_097,0.456,62.9,2.37,orta,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,0.97,10,,,,0,,0,,,
A_harita,190,190,P_konum,6,r045,0.6,beyaz,0.456,62.9,2.03,orta,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,,10,,,,0,,0,,,
A_harita,191,191,P_konum,6,r045,0.6,ar1_097,0.456,62.9,2.03,orta,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,0.97,10,,,,0,,0,,,
A_harita,192,192,P_konum,6,r045,0.7,beyaz,0.456,62.9,1.8,orta,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,,10,,,,0,,0,,,
A_harita,193,193,P_konum,6,r045,0.7,ar1_097,0.456,62.9,1.8,orta,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,0.97,10,,,,0,,0,,,
A_harita,194,194,P_konum,6,r045,0.8,beyaz,0.456,62.9,1.63,orta,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,,10,,,,0,,0,,,
A_harita,195,195,P_konum,6,r045,0.8,ar1_097,0.456,62.9,1.63,orta,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,0.97,10,,,,0,,0,,,
A_harita,196,196,P_konum,6,r045,0.9,beyaz,0.456,62.9,1.5,zor,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,,10,,,,0,,0,,,
A_harita,197,197,P_konum,6,r045,0.9,ar1_097,0.456,62.9,1.5,zor,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,0.97,10,,,,0,,0,,,
A_harita,198,198,P_konum,6,r045,1.0,beyaz,0.456,62.9,1.4,zor,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,,10,,,,0,,0,,,
A_harita,199,199,P_konum,6,r045,1.0,ar1_097,0.456,62.9,1.4,zor,0.058,4.22,peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15,0.97,10,,,,0,,0,,,
A_harita,200,200,P_konum,6,r062,0.1,beyaz,0.615,52.1,9.12,kolay,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,,10,,,,0,,0,,,
A_harita,201,201,P_konum,6,r062,0.1,ar1_097,0.615,52.1,9.12,kolay,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,0.97,10,,,,0,,0,,,
A_harita,202,202,P_konum,6,r062,0.2,beyaz,0.615,52.1,4.61,kolay,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,,10,,,,0,,0,,,
A_harita,203,203,P_konum,6,r062,0.2,ar1_097,0.615,52.1,4.61,kolay,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,0.97,10,,,,0,,0,,,
A_harita,204,204,P_konum,6,r062,0.3,beyaz,0.615,52.1,3.12,kolay,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,,10,,,,0,,0,,,
A_harita,205,205,P_konum,6,r062,0.3,ar1_097,0.615,52.1,3.12,kolay,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,0.97,10,,,,0,,0,,,
A_harita,206,206,P_konum,6,r062,0.4,beyaz,0.615,52.1,2.39,orta,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,,10,,,,0,,0,,,
A_harita,207,207,P_konum,6,r062,0.4,ar1_097,0.615,52.1,2.39,orta,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,0.97,10,,,,0,,0,,,
A_harita,208,208,P_konum,6,r062,0.5,beyaz,0.615,52.1,1.96,orta,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,,10,,,,0,,0,,,
A_harita,209,209,P_konum,6,r062,0.5,ar1_097,0.615,52.1,1.96,orta,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,0.97,10,,,,0,,0,,,
A_harita,210,210,P_konum,6,r062,0.6,beyaz,0.615,52.1,1.68,orta,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,,10,,,,0,,0,,,
A_harita,211,211,P_konum,6,r062,0.6,ar1_097,0.615,52.1,1.68,orta,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,0.97,10,,,,0,,0,,,
A_harita,212,212,P_konum,6,r062,0.7,beyaz,0.615,52.1,1.49,zor,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,,10,,,,0,,0,,,
A_harita,213,213,P_konum,6,r062,0.7,ar1_097,0.615,52.1,1.49,zor,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,0.97,10,,,,0,,0,,,
A_harita,214,214,P_konum,6,r062,0.8,beyaz,0.615,52.1,1.35,zor,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,,10,,,,0,,0,,,
A_harita,215,215,P_konum,6,r062,0.8,ar1_097,0.615,52.1,1.35,zor,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,0.97,10,,,,0,,0,,,
A_harita,216,216,P_konum,6,r062,0.9,beyaz,0.615,52.1,1.24,zor,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,,10,,,,0,,0,,,
A_harita,217,217,P_konum,6,r062,0.9,ar1_097,0.615,52.1,1.24,zor,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,0.97,10,,,,0,,0,,,
A_harita,218,218,P_konum,6,r062,1.0,beyaz,0.615,52.1,1.16,zor,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,,10,,,,0,,0,,,
A_harita,219,219,P_konum,6,r062,1.0,ar1_097,0.615,52.1,1.16,zor,0.155,3.55,peak@1932w15 | peak@1940w15 | peak@1948w15 | peak@1956w15 | peak@1964w15 | peak@1972w15,0.97,10,,,,0,,0,,,
A_harita,220,220,P_konum,6,r078,0.1,beyaz,0.765,40.1,7.03,kolay,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,,10,,,,0,,0,,,
A_harita,221,221,P_konum,6,r078,0.1,ar1_097,0.765,40.1,7.03,kolay,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,0.97,10,,,,0,,0,,,
A_harita,222,222,P_konum,6,r078,0.2,beyaz,0.765,40.1,3.55,kolay,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,,10,,,,0,,0,,,
A_harita,223,223,P_konum,6,r078,0.2,ar1_097,0.765,40.1,3.55,kolay,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,0.97,10,,,,0,,0,,,
A_harita,224,224,P_konum,6,r078,0.3,beyaz,0.765,40.1,2.4,orta,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,,10,,,,0,,0,,,
A_harita,225,225,P_konum,6,r078,0.3,ar1_097,0.765,40.1,2.4,orta,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,0.97,10,,,,0,,0,,,
A_harita,226,226,P_konum,6,r078,0.4,beyaz,0.765,40.1,1.84,orta,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,,10,,,,0,,0,,,
A_harita,227,227,P_konum,6,r078,0.4,ar1_097,0.765,40.1,1.84,orta,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,0.97,10,,,,0,,0,,,
A_harita,228,228,P_konum,6,r078,0.5,beyaz,0.765,40.1,1.51,orta,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,,10,,,,0,,0,,,
A_harita,229,229,P_konum,6,r078,0.5,ar1_097,0.765,40.1,1.51,orta,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,0.97,10,,,,0,,0,,,
A_harita,230,230,P_konum,6,r078,0.6,beyaz,0.765,40.1,1.3,zor,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,,10,,,,0,,0,,,
A_harita,231,231,P_konum,6,r078,0.6,ar1_097,0.765,40.1,1.3,zor,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,0.97,10,,,,0,,0,,,
A_harita,232,232,P_konum,6,r078,0.7,beyaz,0.765,40.1,1.15,zor,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,,10,,,,0,,0,,,
A_harita,233,233,P_konum,6,r078,0.7,ar1_097,0.765,40.1,1.15,zor,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,0.97,10,,,,0,,0,,,
A_harita,234,234,P_konum,6,r078,0.8,beyaz,0.765,40.1,1.04,zor,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,,10,,,,0,,0,,,
A_harita,235,235,P_konum,6,r078,0.8,ar1_097,0.765,40.1,1.04,zor,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,0.97,10,,,,0,,0,,,
A_harita,236,236,P_konum,6,r078,0.9,beyaz,0.765,40.1,0.96,zor,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,,10,,,,0,,0,,,
A_harita,237,237,P_konum,6,r078,0.9,ar1_097,0.765,40.1,0.96,zor,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,0.97,10,,,,0,,0,,,
A_harita,238,238,P_konum,6,r078,1.0,beyaz,0.765,40.1,0.89,zor,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,,10,,,,0,,0,,,
A_harita,239,239,P_konum,6,r078,1.0,ar1_097,0.765,40.1,0.89,zor,0.3,2.83,peak@1937w15 | peak@1943w15 | peak@1949w15 | peak@1955w15 | peak@1961w15 | peak@1967w15,0.97,10,,,,0,,0,,,
A_harita,240,240,P_konum,8,r045,0.1,beyaz,0.456,62.9,11.01,kolay,-0.001,5.34,peak@1917w15 | peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15 | peak@1987w15,,10,,,,0,,0,,,
A_harita,241,241,P_konum,8,r045,0.1,ar1_097,0.456,62.9,11.01,kolay,-0.001,5.34,peak@1917w15 | peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15 | peak@1987w15,0.97,10,,,,0,,0,,,
A_harita,242,242,P_konum,8,r045,0.2,beyaz,0.456,62.9,5.56,kolay,-0.001,5.34,peak@1917w15 | peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15 | peak@1987w15,,10,,,,0,,0,,,
A_harita,243,243,P_konum,8,r045,0.2,ar1_097,0.456,62.9,5.56,kolay,-0.001,5.34,peak@1917w15 | peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15 | peak@1987w15,0.97,10,,,,0,,0,,,
A_harita,244,244,P_konum,8,r045,0.3,beyaz,0.456,62.9,3.77,kolay,-0.001,5.34,peak@1917w15 | peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15 | peak@1987w15,,10,,,,0,,0,,,
A_harita,245,245,P_konum,8,r045,0.3,ar1_097,0.456,62.9,3.77,kolay,-0.001,5.34,peak@1917w15 | peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15 | peak@1987w15,0.97,10,,,,0,,0,,,
A_harita,246,246,P_konum,8,r045,0.4,beyaz,0.456,62.9,2.88,orta,-0.001,5.34,peak@1917w15 | peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15 | peak@1987w15,,10,,,,0,,0,,,
A_harita,247,247,P_konum,8,r045,0.4,ar1_097,0.456,62.9,2.88,orta,-0.001,5.34,peak@1917w15 | peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15 | peak@1987w15,0.97,10,,,,0,,0,,,
A_harita,248,248,P_konum,8,r045,0.5,beyaz,0.456,62.9,2.37,orta,-0.001,5.34,peak@1917w15 | peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15 | peak@1987w15,,10,,,,0,,0,,,
A_harita,249,249,P_konum,8,r045,0.5,ar1_097,0.456,62.9,2.37,orta,-0.001,5.34,peak@1917w15 | peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15 | peak@1987w15,0.97,10,,,,0,,0,,,
A_harita,250,250,P_konum,8,r045,0.6,beyaz,0.456,62.9,2.03,orta,-0.001,5.34,peak@1917w15 | peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15 | peak@1987w15,,10,,,,0,,0,,,
A_harita,251,251,P_konum,8,r045,0.6,ar1_097,0.456,62.9,2.03,orta,-0.001,5.34,peak@1917w15 | peak@1927w15 | peak@1937w15 | peak@1947w15 | peak@1957w15 | peak@1967w15 | peak@1977w15 | peak@1987w15,0.97,10,,,,0,,0,,,
